date,bitcoin,overlap
2023-01-12,8.0,1
2023-01-13,8.0,1
2023-01-14,11.0,1
2023-01-15,9.0,1
2023-01-16,9.0,1
2023-01-17,9.0,1
2023-01-18,8.0,1
2023-01-19,7.0,1
2023-01-20,8.0,1
2023-01-21,9.0,1
2023-01-22,8.0,1
2023-01-23,8.0,1
2023-01-24,8.0,1
2023-01-25,7.0,1
2023-01-26,7.0,1
2023-01-27,8.0,1
2023-01-28,6.0,
2023-01-29,6.0,
2023-01-30,8.0,
2023-01-31,8.0,
2023-02-01,8.0,
2023-02-02,8.0,
2023-02-03,7.0,
2023-02-04,7.0,
2023-02-05,7.0,
2023-02-06,7.0,
2023-02-07,7.0,
2023-02-08,6.0,
2023-02-09,7.0,
2023-02-10,7.0,
2023-02-11,6.0,
2023-02-12,6.0,
2023-02-13,7.0,
2023-02-14,6.0,
2023-02-15,7.0,
2023-02-16,9.0,
2023-02-17,8.0,
2023-02-18,7.0,
2023-02-19,7.0,
2023-02-20,8.0,
2023-02-21,7.0,
2023-02-22,7.0,
2023-02-23,6.0,
2023-02-24,7.0,
2023-02-25,6.0,
2023-02-26,6.0,
2023-02-27,6.0,
2023-02-28,7.0,
2023-03-01,6.0,
2023-03-02,6.0,
2023-03-03,7.0,
2023-03-04,6.0,
2023-03-05,5.0,
2023-03-06,6.0,
2023-03-07,6.0,
2023-03-08,6.0,
2023-03-09,7.0,
2023-03-10,8.0,
2023-03-11,8.0,
2023-03-12,7.0,
2023-03-13,10.0,
2023-03-14,11.0,
2023-03-15,9.0,
2023-03-16,9.0,
2023-03-17,9.0,
2023-03-18,9.0,
2023-03-19,10.0,
2023-03-20,11.0,
2023-03-21,10.0,
2023-03-22,10.0,
2023-03-23,9.0,
2023-03-24,9.0,
2023-03-25,8.0,
2023-03-26,8.0,
2023-03-27,8.0,
2023-03-28,8.0,
2023-03-29,8.0,
2023-03-30,8.0,
2023-03-31,8.0,
2023-04-01,7.0,
2023-04-02,7.0,
2023-04-03,8.0,
2023-04-04,8.0,
2023-04-05,8.0,
2023-04-06,8.0,1
2023-04-07,7.0,1
2023-04-08,6.0,1
2023-04-09,6.0,1
2023-04-10,7.0,1
2023-04-11,10.0,1
2023-04-12,9.0,1
2023-04-13,9.0,1
2023-04-14,9.0,1
2023-04-15,7.0,1
2023-04-16,7.0,1
2023-04-17,8.0,1
2023-04-18,8.0,1
2023-04-19,8.0,1
2023-04-20,7.0,1
2023-04-21,8.0,1
2023-04-22,7.0,1
2023-04-23,7.0,1
2023-04-24,8.0,1
2023-04-25,7.0,1
2023-04-26,9.0,1
2023-04-27,7.0,1
2023-04-28,6.0,1
2023-04-29,6.0,1
2023-04-30,6.0,1
2023-05-01,7.0,1
2023-05-02,7.0,1
2023-05-03,7.0,1
2023-05-04,6.0,1
2023-05-05,7.0,1
2023-05-06,6.0,1
2023-05-07,6.0,1
2023-05-08,8.0,1
2023-05-09,7.0,1
2023-05-10,7.0,1
2023-05-11,7.0,1
2023-05-12,7.0,1
2023-05-13,6.0,1
2023-05-14,5.0,1
2023-05-15,6.0,1
2023-05-16,6.0,1
2023-05-17,6.0,1
2023-05-18,6.0,1
2023-05-19,6.0,1
2023-05-20,5.0,1
2023-05-21,5.0,1
2023-05-22,6.0,1
2023-05-23,6.0,1
2023-05-24,6.0,1
2023-05-25,6.0,1
2023-05-26,6.0,1
2023-05-27,5.0,1
2023-05-28,5.0,1
2023-05-29,6.0,1
2023-05-30,7.0,1
2023-05-31,6.0,1
2023-06-01,6.0,1
2023-06-02,6.0,1
2023-06-03,6.0,1
2023-06-04,5.0,1
2023-06-05,7.0,1
2023-06-06,7.0,1
2023-06-07,7.0,1
2023-06-08,7.0,1
2023-06-09,6.0,1
2023-06-10,7.0,1
2023-06-11,6.0,1
2023-06-12,6.0,1
2023-06-13,6.0,1
2023-06-14,6.0,1
2023-06-15,7.0,1
2023-06-16,6.0,1
2023-06-17,6.0,1
2023-06-18,6.0,1
2023-06-19,6.0,1
2023-06-20,6.0,1
2023-06-21,9.0,1
2023-06-22,9.0,1
2023-06-23,8.0,1
2023-06-24,7.0,1
2023-06-25,7.0,1
2023-06-26,7.0,1
2023-06-27,7.0,1
2023-06-28,7.0,1
2023-06-29,7.0,1
2023-06-30,7.0,1
2023-07-01,6.0,1
2023-07-02,6.0,1
2023-07-03,7.0,1
2023-07-04,7.0,1
2023-07-05,6.0,1
2023-07-06,7.0,1
2023-07-07,7.0,1
2023-07-08,6.0,1
2023-07-09,7.0,1
2023-07-10,7.0,1
2023-07-11,6.0,1
2023-07-12,7.0,1
2023-07-13,7.0,1
2023-07-14,8.0,1
2023-07-15,6.0,1
2023-07-16,6.0,
2023-07-17,7.0,
2023-07-18,6.0,
2023-07-19,6.0,
2023-07-20,7.0,
2023-07-21,5.0,
2023-07-22,6.0,
2023-07-23,6.0,
2023-07-24,7.0,
2023-07-25,7.0,
2023-07-26,6.0,
2023-07-27,7.0,
2023-07-28,5.0,
2023-07-29,6.0,
2023-07-30,5.0,
2023-07-31,7.0,
2023-08-01,6.0,
2023-08-02,6.0,
2023-08-03,6.0,
2023-08-04,6.0,
2023-08-05,6.0,
2023-08-06,6.0,
2023-08-07,6.0,
2023-08-08,6.0,
2023-08-09,6.0,
2023-08-10,6.0,
2023-08-11,6.0,
2023-08-12,5.0,
2023-08-13,6.0,
2023-08-14,6.0,
2023-08-15,6.0,
2023-08-16,6.0,
2023-08-17,7.0,
2023-08-18,9.0,
2023-08-19,8.0,
2023-08-20,7.0,
2023-08-21,6.0,
2023-08-22,7.0,
2023-08-23,7.0,
2023-08-24,6.0,
2023-08-25,6.0,
2023-08-26,6.0,
2023-08-27,6.0,
2023-08-28,6.0,
2023-08-29,7.0,
2023-08-30,7.0,
2023-08-31,6.0,
2023-09-01,6.0,
2023-09-02,6.0,
2023-09-03,6.0,
2023-09-04,6.0,
2023-09-05,5.0,
2023-09-06,6.0,
2023-09-07,6.0,
2023-09-08,6.0,
2023-09-09,5.0,
2023-09-10,5.0,
2023-09-11,6.0,
2023-09-12,6.0,
2023-09-13,6.0,
2023-09-14,6.0,
2023-09-15,5.0,
2023-09-16,5.0,
2023-09-17,5.0,
2023-09-18,6.0,
2023-09-19,6.0,
2023-09-20,6.0,
2023-09-21,6.0,
2023-09-22,6.0,
2023-09-23,5.0,
2023-09-24,5.0,
2023-09-25,5.0,
2023-09-26,5.0,
2023-09-27,5.0,
2023-09-28,5.0,
2023-09-29,5.0,
2023-09-30,5.0,
2023-10-01,5.0,
2023-10-02,7.0,
2023-10-03,6.0,
2023-10-04,5.0,
2023-10-05,5.0,
2023-10-06,6.0,
2023-10-07,5.0,
2023-10-08,5.0,
2023-10-09,5.0,
2023-10-10,5.0,
2023-10-11,5.0,
2023-10-12,6.0,
2023-10-13,5.0,
2023-10-14,5.0,
2023-10-15,5.0,
2023-10-16,7.0,
2023-10-17,6.0,
2023-10-18,6.0,
2023-10-19,6.0,
2023-10-20,7.0,
2023-10-21,6.0,
2023-10-22,6.0,
2023-10-23,8.0,
2023-10-24,15.0,
2023-10-25,11.0,
2023-10-26,9.0,
2023-10-27,7.0,
2023-10-28,7.0,
2023-10-29,7.0,
2023-10-30,7.0,
2023-10-31,7.0,
2023-11-01,7.0,
2023-11-02,8.0,
2023-11-03,7.0,
2023-11-04,6.0,
2023-11-05,7.0,
2023-11-06,7.0,
2023-11-07,7.0,
2023-11-08,7.0,
2023-11-09,10.0,
2023-11-10,9.0,
2023-11-11,8.0,
2023-11-12,7.0,
2023-11-13,7.0,
2023-11-14,8.0,
2023-11-15,8.0,
2023-11-16,8.0,
2023-11-17,7.0,
2023-11-18,7.0,
2023-11-19,6.0,
2023-11-20,7.0,
2023-11-21,7.0,
2023-11-22,7.0,
2023-11-23,7.0,
2023-11-24,7.0,
2023-11-25,6.0,
2023-11-26,6.0,
2023-11-27,7.0,
2023-11-28,7.0,
2023-11-29,7.0,
2023-11-30,6.0,
2023-12-01,7.0,
2023-12-02,7.0,
2023-12-03,8.0,
2023-12-04,13.0,
2023-12-05,13.0,
2023-12-06,11.0,
2023-12-07,9.0,
2023-12-08,10.0,
2023-12-09,10.0,
2023-12-10,8.0,
2023-12-11,10.0,
2023-12-12,9.0,
2023-12-13,8.0,
2023-12-14,8.0,
2023-12-15,8.0,
2023-12-16,7.0,
2023-12-17,7.0,
2023-12-18,7.0,
2023-12-19,8.0,
2023-12-20,8.0,
2023-12-21,8.0,
2023-12-22,8.0,
2023-12-23,8.0,
2023-12-24,7.0,
2023-12-25,7.0,
2023-12-26,8.0,
2023-12-27,7.0,
2023-12-28,8.0,
2023-12-29,8.0,
2023-12-30,7.0,
2023-12-31,7.0,
